date,winner,loser
2024-03-14,MIBR,Sharks
2024-03-15,Aurora,Gods Reign
2024-03-15,Betera,ex-PERA
2024-03-15,Betera,Qiang
2024-03-15,Insilio,CYBERSHOKE
2024-03-15,UNiTY,SINNERS
2024-03-15,NRG,FLUFFY AIMERS
2024-03-15,ECLOT,Sampi
2024-03-15,Betera,PERA
2024-03-15,Bad News Kangaroos,GRDX
2024-03-15,Permitta,The Chosen Few
2024-03-15,ODDIK,2GAME
2024-03-15,3DMAX,B8
2024-03-15,Sampi,Permitta
2024-03-15,timbermen,Carpe Diem
2024-03-15,Elevate,Carpe Diem
2024-03-15,Sashi,ECLOT
2024-03-15,kONO,Metizport
2024-03-15,MOUZ,Entropiq
2024-03-15,Endpoint,ex-sYnck
2024-03-15,RED Canids,Case
2024-03-15,ODDIK,MIBR Academy
2024-03-16,Sampi,MOUZ
2024-03-16,SINNERS,Sampi
2024-03-16,ex-Preasy,Passion UA
2024-03-16,Gods Reign,Bad News Kangaroos
2024-03-16,Case,MIBR Academy
2024-03-16,RUBY,Permitta
2024-03-16,ECLOT,UNiTY
2024-03-16,RED Canids,ODDIK
2024-03-16,Aurora,Gods Reign
2024-03-17,HEROIC,Imperial
2024-03-17,HEROIC,Lynn Vision
2024-03-17,777,INFURITY
2024-03-17,ENCE,KOI
2024-03-17,Imperial,ENCE
2024-03-17,ODDIK,Case
2024-03-17,Eternal Fire,The MongolZ
2024-03-17,SINNERS,UNiTY
2024-03-17,Eternal Fire,paiN
2024-03-17,Akimbo,Xiaoma
2024-03-17,Apeks,AMKAL
2024-03-17,GamerLegion,AMKAL
2024-03-17,Akimbo,Snakes Den
2024-03-17,Legacy,FURIA
2024-03-17,Cloud9,Legacy
2024-03-17,LAG,WICKED
2024-03-17,LAG,Akimbo
2024-03-17,Lynn Vision,FURIA
2024-03-17,ECLOT,SINNERS
2024-03-17,SAW,KOI
2024-03-17,SAW,GamerLegion
2024-03-17,LAG,G3
2024-03-17,Gaimin Gladiators,The MongolZ
2024-03-17,Sampi,Passion UA
2024-03-17,Cloud9,Gaimin Gladiators
2024-03-17,paiN,Apeks
2024-03-18,Imperial,Apeks
2024-03-18,paiN,ENCE
2024-03-18,FURIA,KOI
2024-03-18,RED Canids,ODDIK
2024-03-18,Gaimin Gladiators,Lynn Vision
2024-03-18,ex-Preasy,Sampi
2024-03-18,The MongolZ,AMKAL
2024-03-18,GamerLegion,Legacy
2024-03-18,Cloud9,SAW
2024-03-18,HEROIC,Eternal Fire
2024-03-18,Sashi,Insilio
2024-03-19,The MongolZ,Lynn Vision
2024-03-19,Fraud5,RAPTORS EC
2024-03-19,The Neighbours,Verdant
2024-03-19,FURIA,ENCE
2024-03-19,paiN,SAW
2024-03-19,3DMAX,GUN5
2024-03-19,Eternal Fire,GamerLegion
2024-03-19,Party Astronauts,Phoenix
2024-03-19,Legacy,Apeks
2024-03-19,Homyno,Akimbo
2024-03-19,B8,ex-Sprout
2024-03-19,Mythic,M80
2024-03-19,Sashi,RUBY
2024-03-19,Gaimin Gladiators,Imperial
2024-03-20,FORZE,NAVI Junior
2024-03-20,Fluxo Demons,MIBR fe
2024-03-20,Spirit fe,Crescent fe
2024-03-20,Imperial,GamerLegion
2024-03-20,NIP Impact,ENCE Athena
2024-03-20,Bad News Kangaroos,Canon Event
2024-03-20,Mythic,Nouns
2024-03-20,VP.Prodigy,TSM
2024-03-20,FURIA,SAW
2024-03-20,panelinha,MIBR fe
2024-03-20,2GAME,Solid
2024-03-20,The MongolZ,Legacy
2024-03-20,Phoenix,LAG
2024-03-20,FlyQuest RED,Limitless Angels
2024-03-20,Party Astronauts,BOSS
2024-03-21,Complexity,HEROIC
2024-03-21,Fearless Cheetahs,Let Her Cook
2024-03-21,BetBoom,B8
2024-03-21,Virtus.pro,paiN
2024-03-21,Imperial,Virtus.pro
2024-03-21,Homyno,Final Form
2024-03-21,Complexity,paiN
2024-03-21,Vitality,The MongolZ
2024-03-21,MOUZ,Eternal Fire
2024-03-21,Eternal Fire,Vitality
2024-03-21,Cloud9,Gaimin Gladiators
2024-03-21,TSM Shimmer,Karma
2024-03-21,Natus Vincere,The MongolZ
2024-03-21,fnatic,3DMAX
2024-03-21,Nouns fe,COVEN
2024-03-21,Spirit,Cloud9
2024-03-21,Spirit,Imperial
2024-03-21,FaZe,FURIA
2024-03-21,G2,FURIA
2024-03-21,Natus Vincere,G2
2024-03-21,HEROIC,FaZe
2024-03-21,PARIVISION,FORZE
2024-03-21,TSM Shimmer,Blue Otter Karma
2024-03-21,MOUZ,Gaimin Gladiators
2024-03-22,Virtus.pro,HEROIC
2024-03-22,Eternal Fire,FaZe
2024-03-22,Vitality,Imperial
2024-03-22,Gaimin Gladiators,FURIA
2024-03-22,Aurora,ex-Sprout
2024-03-22,Sashi,Nemiga
2024-03-22,Cloud9,G2
2024-03-22,paiN,The MongolZ
2024-03-22,FORZE,ex-Preasy
2024-03-22,Spirit,Natus Vincere
2024-03-22,VP.Prodigy,ex-Guild Eagles
2024-03-22,MOUZ,Complexity
2024-03-23,Bad News Kangaroos,DXA
2024-03-23,G2,Gaimin Gladiators
2024-03-23,Bad News Kangaroos,Arcade
2024-03-23,DXA,KZG
2024-03-23,paiN,HEROIC
2024-03-23,FaZe,Imperial
2024-03-23,Cloud9,Natus Vincere
2024-03-23,Bad News Kangaroos,VexX
2024-03-23,Aurora,ALTERNATE aTTaX
2024-03-23,KZG,Arcade
2024-03-23,Eternal Fire,Virtus.pro
2024-03-23,Vitality,Complexity
2024-03-23,Revenge Nation,Homyno
2024-03-23,FORZE,VP.Prodigy
2024-03-23,BetBoom,fnatic
2024-03-23,KZG,VexX
2024-03-24,G2,Virtus.pro
2024-03-24,Gods Reign,Grayfox
2024-03-24,Gods Reign,Marcos
2024-03-24,Marcos,True Rippers
2024-03-24,Natus Vincere,paiN
2024-03-24,FORZE,BetBoom
2024-03-24,FaZe,Complexity
2024-03-25,ALTERNATE aTTaX,ex-Sprout
2024-03-25,B8,FORZE
2024-03-25,Sashi,Astralis Talent
2024-03-25,Sashi,Nexus
2024-03-25,Aurora,Rebels
2024-03-25,Astralis Talent,XI
2024-03-26,Galorys,2GAME
2024-03-26,NRG,MIGHT
2024-03-26,Monte,System5
2024-03-26,Wildcard,LAG
2024-03-26,Mythic,Limitless
2024-03-26,Nouns,Party Astronauts
2024-03-26,timbermen,BOSS
2024-03-26,FORZE,Apeks
2024-03-26,Elevate,BOSS
2024-03-26,MIBR,ODDIK
2024-03-27,Ninjas in Pyjamas,500
2024-03-27,B8,Sampi
2024-03-27,B8,Rebels
2024-03-27,NRG,Nouns
2024-03-27,Ninjas in Pyjamas,Verdant
2024-03-27,Karma,Nouns fe
2024-03-27,Imperial fe,ENCE Athena
2024-03-27,Party Astronauts,Carpe Diem
2024-03-27,Vantage,Canon Event
2024-03-27,M80,Phoenix
2024-03-27,BOSS,Take Flyte
2024-03-27,Blue Otter Karma,Nouns fe
2024-03-27,Mindfreak,Bad News Kangaroos
2024-03-27,Limitless,MIGHT
2024-03-27,FlyQuest,KZG
2024-03-27,Galorys,Fluxo
2024-03-27,2GAME,Corinthians
2024-03-27,Rebels,Sashi
2024-03-27,RKON,DXA
2024-03-27,W7M,BESTIA
2024-03-27,Rooster,Arcade
2024-03-27,Wildcard,Mythic
2024-03-27,TSM Shimmer,cleanup crew fe
2024-03-27,FAVBET,BetBoom
2024-03-27,MIBR,Case
2024-03-27,ALTERNATE aTTaX,ex-Guild Eagles
2024-03-27,Rooster,VexX
2024-03-27,Fearless Cheetahs,Spirit fe
2024-03-27,Aurora,Metizport
2024-03-27,Metizport,NAVI Junior
2024-03-27,Aurora,AURA
2024-03-27,panelinha,Divina fe
2024-03-27,FAVBET,ALTERNATE aTTaX
2024-03-27,500,FORZE
2024-03-27,Fluxo Demons,inSanitY fe
2024-03-28,GUN5,Space
2024-03-28,Aurora,Apogee
2024-03-28,Astralis W,BIG EQUIPA
2024-03-28,Crescent fe,1WIN Gang
2024-03-28,FlyQuest RED,WG Bandits
2024-03-28,GL Academy,Passion UA
2024-03-28,3DMAX,Apeks
2024-03-28,Aurora,brazylijski luz
2024-03-28,Rebels,ex-Sprout
2024-03-28,Betera,Monte
2024-03-28,TSM,9INE
2024-03-28,FaZe,Spirit
2024-03-28,EYEBALLERS,KOI
2024-03-28,Vitality,Cloud9
2024-03-29,NAVI Junior,Passion UA
2024-03-29,Gods Reign,Marcos
2024-03-29,The Neighbours,Fraud5
2024-03-29,SINNERS,ex-Sprout
2024-03-29,RUSH B,System5
2024-03-29,G2,MOUZ
2024-03-29,True Rippers,Grayfox
2024-03-29,Natus Vincere,Eternal Fire
2024-03-29,NAVI Junior,Sashi
2024-03-29,Space,B8
2024-03-30,True Rippers,Marcos
2024-03-30,Passion UA,Lazer Cats
2024-03-30,FaZe,Vitality
2024-03-30,GL Academy,NAVI Junior
2024-03-30,FAVBET,L&G
2024-03-30,Natus Vincere,G2
2024-03-31,Natus Vincere,FaZe
2024-03-31,RUSH B,Monte
2024-03-31,B8,Apeks
2024-03-31,FAVBET,Passion UA
2024-03-31,Gods Reign,True Rippers
2024-04-01,ex-Guild Eagles,500
2024-04-01,LEON,Lazer Cats
2024-04-01,ex-PERA,RUSH B
2024-04-01,Nemiga,Zero Tenacity
2024-04-01,Qiang,RUSH B
2024-04-01,ex-Enterprise,BLEED
2024-04-01,PARIVISION,Metizport
2024-04-01,Verdant,Reason
2024-04-01,SINNERS,Aurora
2024-04-01,PERA,RUSH B
2024-04-01,GamerLegion,GUN5
2024-04-01,Nexus,Sashi
2024-04-01,Enterprise,BLEED
2024-04-02,FAVBET,GamerLegion
2024-04-02,Fluxo,BESTIA
2024-04-02,Lynn Vision,LYG
2024-04-02,Lynn Vision,ATOX
2024-04-02,Monte,GamerLegion
2024-04-02,BOSS,Phoenix
2024-04-02,Nouns,Party Astronauts
2024-04-02,Insilio,PARIVISION
2024-04-02,BLEED,Passion UA
2024-04-02,BESTIA,Sharks
2024-04-02,500,ex-Guild Eagles
2024-04-02,Insilio,ex-Guild Eagles
2024-04-02,Aurora,Metizport
2024-04-02,Aurora,Apeks
2024-04-02,Apeks,B8
2024-04-02,Metizport,B8
2024-04-02,Ninjas in Pyjamas,Monte
2024-04-02,Ninjas in Pyjamas,FAVBET
2024-04-02,Sashi,Permitta
2024-04-02,UNiTY,Illuminar
2024-04-02,AMKAL,PARIVISION
2024-04-02,Nouns,BOSS
2024-04-02,MIBR,Sharks
2024-04-02,Party Astronauts,Phoenix
2024-04-02,KOI,TSM
2024-04-02,9 Pandas,Sangal
2024-04-02,LYG,The MongolZ
2024-04-02,The MongolZ,ATOX
2024-04-02,AMKAL,ALTERNATE aTTaX
2024-04-02,3DMAX,Permitta
2024-04-02,MIBR,Fluxo
2024-04-02,ex-Guild Eagles,AMKAL
2024-04-03,timbermen,LAG
2024-04-03,SAW,ex-PERA
2024-04-03,RED Canids,ODDIK
2024-04-03,PARIVISION,Space
2024-04-03,3DMAX,GUN5
2024-04-03,BIG,EYEBALLERS
2024-04-03,ECLOT,Permitta
2024-04-03,Imperial,Case
2024-04-03,Monte,Apeks
2024-04-03,SAW,Qiang
2024-04-03,Vantage,KZG
2024-04-03,SINNERS,Rebels
2024-04-03,TSM Impact,WG Bandits
2024-04-03,ex-Enterprise,Permitta
2024-04-03,Let Her Cook,NAVI Javelins
2024-04-03,Sharks,2GAME
2024-04-03,Metizport,Monte
2024-04-03,Elevate,LAG
2024-04-03,TSM Shimmer,WG Bandits
2024-04-03,The MongolZ,LYG
2024-04-03,The MongolZ,Lynn Vision
2024-04-03,MOUZ,PARIVISION
2024-04-03,Enterprise,Permitta
2024-04-03,AMKAL,Alliance
2024-04-03,Party Astronauts,Nouns
2024-04-03,PGE Turow,Illuminar
2024-04-03,Betera,System5
2024-04-03,NIP Impact,Astralis W
2024-04-03,KOI,9INE
2024-04-03,Mindfreak,Canon Event
2024-04-03,Bad News Kangaroos,DXA
2024-04-03,Metizport,FAVBET
2024-04-03,Phoenix,Limitless
2024-04-03,9 Pandas,9INE
2024-04-03,Fluxo,BESTIA
2024-04-03,9 Pandas,EYEBALLERS
2024-04-03,Sampi,Ninjas in Pyjamas
2024-04-03,Aurora,Ninjas in Pyjamas
2024-04-03,Party Astronauts,BOSS
2024-04-03,AMKAL,Insilio
2024-04-03,MIBR,Fluxo
2024-04-03,AMKAL,ex-Guild Eagles
2024-04-03,SAW,PERA
2024-04-03,FlyQuest,Arcade
2024-04-04,KOI,NOM
2024-04-04,BIG EQUIPA,ENCE Athena
2024-04-04,Alliance,Benched Heroes
2024-04-04,LAG,Nouns
2024-04-04,Fluxo Demons,KG fe
2024-04-04,Sangal,EYEBALLERS
2024-04-04,Sashi,UNiTY
2024-04-04,3DMAX,Space
2024-04-04,Aurora,Ninjas in Pyjamas
2024-04-04,Case,RED Canids
2024-04-04,Party Astronauts,MIGHT
2024-04-04,RED Canids,Fluxo
2024-04-04,SAW,Betera
2024-04-04,9 Pandas,TSM
2024-04-04,NAVI Javelins,Spirit fe
2024-04-04,Gaimin Gladiators,JANO
2024-04-04,BetBoom,BLEED
2024-04-04,Ninjas in Pyjamas,Metizport
2024-04-04,Rebels,ALTERNATE aTTaX
2024-04-04,MIBR,Solid
2024-04-04,FlyQuest RED,COVEN
2024-04-04,ECLOT,PGE Turow
2024-04-04,Take Flyte,Limitless
2024-04-04,BOSS,FLUFFY AIMERS
2024-04-04,paiN,Sharks
2024-04-04,MIBR fe,Atrix
2024-04-04,panelinha,KG fe
2024-04-04,ENCE,Aurora Young Blud
2024-04-04,BLEED,Benched Heroes
2024-04-04,Phoenix,Carpe Diem
2024-04-04,BetBoom,Alliance
2024-04-04,Nouns fe,cleanup crew fe
2024-04-04,Passion UA,HAVU
2024-04-04,Imperial,ODDIK
2024-04-04,adalYamigos,BESTIA
2024-04-04,Imperial,BESTIA
2024-04-04,Fluxo,Corinthians
2024-04-05,SAW,PGE Turow
2024-04-05,Secret,9 Pandas
2024-04-05,BLEED,Alliance
2024-04-05,MIBR,Fluxo
2024-04-05,MIBR,ODDIK
2024-04-05,paiN,Sharks
2024-04-05,UNiTY,ECLOT
2024-04-05,2GAME,adalYamigos
2024-04-05,SINNERS,Nexus
2024-04-05,BetBoom,BLEED
2024-04-06,BESTIA,Fluxo
2024-04-06,Alliance,Lilmix
2024-04-06,Fluxo,Solid
2024-04-06,Imperial fe,ENCE Athena
2024-04-06,NIP Impact,Astralis W
2024-04-06,ODDIK,ShindeN
2024-04-06,MIBR,Bounty Hunters
2024-04-06,Johnny Speeds,JANO
2024-04-06,Metizport,Young Gods
2024-04-06,Sharks,ODDIK
2024-04-06,BIG EQUIPA,Spirit fe
2024-04-06,Sashi,UNiTY
2024-04-06,BetBoom,Alliance
2024-04-06,Sampi,ex-Enterprise
2024-04-06,W7M,RED Canids
2024-04-06,Fearless Cheetahs,Let Her Cook
2024-04-06,ODDIK,LA RUGONETA
2024-04-06,EYEBALLERS,Onliners5
2024-04-06,Sampi,Enterprise
2024-04-07,EYEBALLERS,Alliance
2024-04-07,dream catchers fe,ENCE Athena
2024-04-07,paiN,Galorys
2024-04-07,MIBR,paiN
2024-04-07,ex-Preasy,Zero Tenacity
2024-04-07,NIP Impact,Fearless Cheetahs
2024-04-07,FURIA,Lynn Vision
2024-04-07,adalYamigos,Case
2024-04-07,TSM Shimmer,Limitless Angels
2024-04-07,Imperial fe,BIG EQUIPA
2024-04-07,Imperial fe,NIP Impact
2024-04-07,3DMAX,Young Ninjas
2024-04-07,G2,9z
2024-04-07,Metizport,EYEBALLERS
2024-04-07,Johnny Speeds,Alliance
2024-04-07,Imperial,RED Canids
2024-04-07,Liquid,HEROIC
2024-04-07,TSM Impact,Limitless Angels
2024-04-07,Metizport,Johnny Speeds
2024-04-07,Sharks,BESTIA
2024-04-07,Imperial,FURIA Academy
2024-04-08,HEROIC,9z
2024-04-08,9 Pandas,Metizport
2024-04-08,paiN,Sharks
2024-04-08,MOUZ,B8
2024-04-08,KOI,GUN5
2024-04-08,Apeks,GUN5
2024-04-08,Virtus.pro,Wildcard
2024-04-08,Solid,LA RUGONETA
2024-04-08,Imperial fe,Crescent fe
2024-04-08,Permitta,JANO
2024-04-08,Aurora,OG
2024-04-08,1WIN,Aurora
2024-04-08,MIBR,W7M
2024-04-08,Astralis W,Permitta W
2024-04-08,fnatic,Apeks
2024-04-08,Cloud9,Wildcard
2024-04-08,Fluxo,ODDIK
2024-04-08,Permitta,HAVU
2024-04-08,Solid,ShindeN
2024-04-08,Astralis,Steel Helmet
2024-04-08,Aurora,Metizport
2024-04-08,MOUZ,FURIA
2024-04-08,FaZe,Nemiga
2024-04-08,RED Canids,BESTIA
2024-04-08,1WIN,9 Pandas
2024-04-08,Lynn Vision,TYLOO
2024-04-08,FlyQuest,Cloud9
2024-04-08,GUN5,ENCE
2024-04-08,FORZE,ENCE
2024-04-08,MOUZ,TYLOO
2024-04-08,SINNERS,ALTERNATE aTTaX
2024-04-08,RED Canids,Bounty Hunters
2024-04-08,fnatic,KOI
2024-04-08,Liquid,G2
2024-04-09,NIP Impact,NAVI Javelins
2024-04-09,Virtus.pro,FlyQuest
2024-04-09,G2,Lynn Vision
2024-04-09,NRG,Carpe Diem
2024-04-09,Alliance,Astralis Talent
2024-04-09,BetBoom,BIG
2024-04-09,Astralis,FaZe
2024-04-09,RED Canids,W7M
2024-04-09,Imperial,Solid
2024-04-09,FORZE,brazylijski luz
2024-04-09,FORZE,Apogee
2024-04-09,ex-Preasy,kONO
2024-04-09,Party Astronauts,Take Flyte
2024-04-09,HEROIC,FURIA
2024-04-09,3DMAX,SAW
2024-04-09,Let Her Cook,Spirit fe
2024-04-09,MIBR,adalYamigos
2024-04-09,MIBR,RED Canids
2024-04-09,Fluxo,ODDIK
2024-04-09,RUSH B,PARIVISION
2024-04-09,GUN5,brazylijski luz
2024-04-09,BOSS,LAG
2024-04-09,Nemiga,Steel Helmet
2024-04-09,Ninjas in Pyjamas,Gods Reign
2024-04-09,Aurora,9 Pandas
2024-04-09,Nouns,MIGHT
2024-04-09,ALTERNATE aTTaX,ECLOT
2024-04-09,paiN,Case
2024-04-09,Imperial,paiN
2024-04-09,Apeks,KOI
2024-04-09,KOI,Aurora
2024-04-09,Apeks,fnatic
2024-04-09,MOUZ,Zero Tenacity
2024-04-09,ex-Guild Eagles,Metizport
2024-04-09,BLEED,Alliance
2024-04-09,TSM,Betera
2024-04-09,Aurora,1WIN
2024-04-09,BLEED,HAVU
2024-04-09,Rebels,B8
2024-04-09,SINNERS,9 Pandas
2024-04-09,Galorys,BESTIA
2024-04-10,RED Canids,2GAME
2024-04-10,BIG,Gods Reign
2024-04-10,LAG,Mythic
2024-04-10,MIGHT,Phoenix
2024-04-10,KOI,RUSH B
2024-04-10,Take Flyte,FLUFFY AIMERS
2024-04-10,Nouns,Elevate
2024-04-10,Vantage,Arcade
2024-04-10,OG,ENCE
2024-04-10,Astralis W,NIP Impact
2024-04-10,MIBR,Imperial
2024-04-10,Permitta,EYEBALLERS
2024-04-10,SINNERS,UNiTY
2024-04-10,GUN5,TSM
2024-04-10,Permitta W,Crescent fe
2024-04-10,FlyQuest,Nemiga
2024-04-10,MOUZ,Liquid
2024-04-10,panelinha,GENKID4M4
2024-04-10,Astralis,Virtus.pro
2024-04-10,Fluxo,Imperial
2024-04-10,FlyQuest RED,cleanup crew fe
2024-04-10,MIBR,Galorys
2024-04-10,FORZE,TSM
2024-04-10,SAW,9 Pandas
2024-04-10,Nouns,timbermen
2024-04-10,KZG,Canon Event
2024-04-10,Imperial fe,Astralis W
2024-04-10,AMKAL,Apeks
2024-04-10,G2,HEROIC
2024-04-10,BetBoom,Aurora
2024-04-10,FURIA fe,KG fe
2024-04-10,Fluxo Demons,thekillaz fe
2024-04-10,SINNERS,3DMAX
2024-04-10,paiN,RED Canids
2024-04-10,Passion UA,Sashi
2024-04-10,Aurora,PARIVISION
2024-04-10,Nexus,B8
2024-04-10,ex-Enterprise,AMKAL
2024-04-10,Mindfreak,DXA
2024-04-10,Enterprise,AMKAL
2024-04-10,Apogee,Betera
2024-04-10,FaZe,Cloud9
2024-04-10,Fluxo Demons,GENKID4M4
2024-04-10,Bad News Kangaroos,Rooster
2024-04-10,FaZe,FlyQuest
2024-04-10,NRG,BOSS
2024-04-10,brazylijski luz,Betera
2024-04-10,1WIN Gang,Let Her Cook
2024-04-10,Sharks,ODDIK
2024-04-11,Carpe Diem,Mythic
2024-04-11,NIP Impact,Let Her Cook
2024-04-11,ENCE Academy,Secret
2024-04-11,BOSS,Limitless
2024-04-11,paiN,Imperial
2024-04-11,paiN,Sharks
2024-04-11,MIBR,paiN
2024-04-11,Imperial fe,Astralis W
2024-04-11,Limitless Angels,Nouns fe
2024-04-11,Aurora,BetBoom
2024-04-11,Alliance,Zero Tenacity
2024-04-11,NAVI Javelins,Spirit fe
2024-04-11,Vikings KR,Galorys
2024-04-11,500,PARIVISION
2024-04-11,AMKAL,BetBoom
2024-04-11,Aurora,GUN5
2024-04-11,TSM Shimmer,COVEN
2024-04-11,TSM Impact,COVEN
2024-04-11,Sashi,Enterprise
2024-04-11,Aurora,FORZE
2024-04-11,Aurora,Apeks
2024-04-11,Fearless Cheetahs,Crescent fe
2024-04-11,MIBR fe,W7M fe
2024-04-11,Atrix,inSanitY fe
2024-04-11,BetBoom,Ninjas in Pyjamas
2024-04-11,Case,FURIA Academy
2024-04-11,Sampi,PGE Turow
2024-04-11,Sashi,ex-Enterprise
2024-04-11,Passion UA,3DMAX
2024-04-11,Galorys,BESTIA
2024-04-11,Imperial,adalYamigos
2024-04-12,BIG,GUN5
2024-04-12,ODDIK,Solid
2024-04-12,JANO,Zero Tenacity
2024-04-12,OG,Ninjas in Pyjamas
2024-04-12,G2,Virtus.pro
2024-04-12,Astralis W,Permitta W
2024-04-12,Permitta,MOUZ
2024-04-12,RED Canids,W7M
2024-04-12,FaZe,Liquid
2024-04-12,Monte,Sangal
2024-04-12,Aurora,AMKAL
2024-04-12,Case,inSanitY
2024-04-12,Case,adalYamigos
2024-04-12,BIG,FORZE
2024-04-12,Galorys,Sharks
2024-04-13,paiN,ODDIK
2024-04-13,FaZe,Astralis
2024-04-13,Norway,777
2024-04-13,Galorys,Fluxo
2024-04-13,NIP Impact,Astralis W
2024-04-13,OG,BetBoom
2024-04-13,Aurora,BetBoom
2024-04-13,MOUZ,G2
2024-04-13,Imperial,RED Canids
2024-04-13,Imperial fe,NAVI Javelins
2024-04-13,BetBoom,Sampi
2024-04-13,MIBR,Case
2024-04-13,ALTERNATE aTTaX,Alliance
2024-04-13,OG,BIG
2024-04-13,3DMAX,ex-Preasy
2024-04-13,Monte,Rebels
2024-04-14,FaZe,MOUZ
2024-04-14,SINNERS,Passion UA
2024-04-14,MIBR,Galorys
2024-04-14,Aurora,OG
2024-04-14,BetBoom,3DMAX
2024-04-14,FlyQuest RED,TSM Impact
2024-04-14,dream catchers fe,Spirit fe
2024-04-14,Imperial,paiN
2024-04-14,FlyQuest RED,TSM Shimmer
2024-04-14,Imperial fe,NIP Impact
2024-04-14,Sashi,UNiTY
2024-04-14,NAVI Javelins,Astralis W
2024-04-15,Sangal,B8
2024-04-15,Secret,PGE Turow
2024-04-15,ENCE Academy,Sampi
2024-04-15,ECLOT,Astralis Talent
2024-04-15,NRG,Mythic
2024-04-15,MOUZ,Alliance
2024-04-15,Nouns,Limitless
2024-04-15,Zero Tenacity,ALTERNATE aTTaX
2024-04-15,NAVI Javelins,NIP Impact
2024-04-15,MIBR,Imperial
2024-04-15,Sangal,Aurora Young Blud
2024-04-15,1WIN,Lazer Cats
2024-04-15,ENCE Academy,Viperio
2024-04-15,Alliance,HAVU
2024-04-15,Sashi,ex-Preasy
2024-04-16,MIBR,Bounty Hunters
2024-04-16,BLEED,SINNERS
2024-04-16,Johnny Speeds,Viperio
2024-04-16,Fluxo,Hype
2024-04-16,Case,Galorys
2024-04-16,Gaimin Gladiators,Permitta
2024-04-16,NAVI Javelins,Imperial fe
2024-04-16,1WIN,ENCE Academy
2024-04-16,Sampi,SAW
2024-04-16,500,Passion UA
2024-04-16,AMKAL,B8
2024-04-16,RED Canids,LaChampionsLiga
2024-04-16,ex-Guild Eagles,Sashi
2024-04-16,UNiTY,Lilmix
2024-04-16,Solid,paiN Academy
2024-04-16,ALTERNATE aTTaX,Aurora Young Blud
2024-04-16,ODDIK,SPORT
2024-04-16,Sangal,Zero Tenacity
2024-04-16,BLEED,KOI
2024-04-16,O PLANO,BESTIA
2024-04-16,W7M,Sharks
2024-04-16,Sampi,Secret
2024-04-16,GamerLegion,MOUZ
2024-04-17,Nouns,Phoenix
2024-04-17,Rare Atom,MIRAI
2024-04-17,Rare Atom,NKT
2024-04-17,Permitta,PARIVISION
2024-04-17,Rooster,Canon Event
2024-04-17,Rooster,Arcade
2024-04-17,TYLOO,Sheer Conquer
2024-04-17,Passion UA,Sashi
2024-04-17,ECLOT,Alliance
2024-04-17,TYLOO,The Huns
2024-04-17,Mindfreak,KZG
2024-04-17,PARIVISION,HAVU
2024-04-17,Fluxo,Solid
2024-04-17,NOM,Sampi
2024-04-17,Fluxo,ODDIK
2024-04-17,MOUZ,JANO
2024-04-17,Elevate,Nouns
2024-04-17,Zero Tenacity,B8
2024-04-17,Illuminar,Secret
2024-04-17,Sangal,9 Pandas
2024-04-17,RED Canids,O PLANO
2024-04-17,RUBY,JANO
2024-04-17,MIBR,RED Canids
2024-04-17,MIBR,Case
2024-04-17,Endpoint,EYEBALLERS
2024-04-17,ODDIK,W7M
2024-04-17,DXA,Blitz
2024-04-17,Elevate,Wildcard
2024-04-17,Akimbo,NRG
2024-04-17,Gaimin Gladiators,SINNERS
2024-04-17,UNiTY,Viperio
2024-04-17,Arcade,Vantage
2024-04-17,Liquid,Akimbo
2024-04-17,Nemiga,Alliance
2024-04-17,Liquid,straykids
2024-04-17,3DMAX,BLEED
2024-04-17,Portugal,500
2024-04-17,ENCE,Enterprise
2024-04-17,timbermen,Wildcard
2024-04-17,ENCE,ex-Enterprise
2024-04-17,timbermen,Nouns
2024-04-18,Liquid,M80
2024-04-18,DMS,EYEBALLERS
2024-04-18,M80,Elevate
2024-04-18,MOUZ,ex-Enterprise
2024-04-18,Liquid,Legacy
2024-04-18,ex-Guild Eagles,KOI
2024-04-18,Legacy,Elevate
2024-04-18,The MongolZ,TYLOO
2024-04-18,Enterprise,Nexus
2024-04-18,RUBY,NOM
2024-04-18,The MongolZ,Rare Atom
2024-04-18,brazylijski luz,Ninjas in Pyjamas
2024-04-18,paiN,Fluxo
2024-04-18,MIBR,paiN
2024-04-18,paiN,Monte
2024-04-18,Apogee,Ninjas in Pyjamas
2024-04-18,B8,Zero Tenacity
2024-04-18,KOI,fnatic
2024-04-18,BetBoom,Partizan
2024-04-18,Legacy,timbermen
2024-04-18,Young Ninjas,Nexus
2024-04-18,ex-Guild Eagles,FRAGMATIC
2024-04-18,BetBoom,Apeks
2024-04-18,Sashi,ex-Guild Eagles
2024-04-18,BetBoom,brazylijski luz
2024-04-18,BetBoom,Serbia
2024-04-18,Sampi,Permitta
2024-04-18,Secret,500
2024-04-18,BetBoom,Apogee
2024-04-18,BIG,LEON
2024-04-18,Imperial,Fluxo
2024-04-18,Imperial,Metizport
2024-04-18,M80,timbermen
2024-04-18,Illuminar,Portugal
2024-04-18,Nemiga,Secret
2024-04-18,Imperial,9z
2024-04-18,MIBR,Imperial
2024-04-18,Passion UA,Permitta
2024-04-18,Sashi,RUBY
2024-04-18,ex-Enterprise,Nexus
2024-04-18,9z,FURIA
2024-04-18,Johnny Speeds,UNiTY
2024-04-18,Sashi,GamerLegion
2024-04-18,HAVU,ALTERNATE aTTaX
